Date,Day Rank,ID,Elo,Rank Proportion
2/1/2009,11,PB,-866,0.230769231
2/1/2009,12,TJ,-949,0.153846154
2/1/2009,13,AT,-967,0.076923077
2/1/2009,14,MX,-985,0
2/2/2009,1,KK,552,1
2/2/2009,2,MS,349,0.923076923
2/2/2009,3,LK,268,0.846153846
2/2/2009,4,BB,251,0.769230769
2/2/2009,5,AJ,-27,0.692307692
2/2/2009,6,TU,-123,0.615384615
2/2/2009,7,PG,-190,0.538461538
2/2/2009,8,YB,-321,0.461538462
2/2/2009,9,ST,-332,0.384615385
2/2/2009,10,ES,-644,0.307692308
2/2/2009,11,PB,-866,0.230769231
2/2/2009,12,TJ,-949,0.153846154
2/2/2009,13,AT,-967,0.076923077
2/2/2009,14,MX,-985,0
2/3/2009,1,KK,552,1
2/3/2009,2,MS,330,0.923076923
2/3/2009,3,LK,268,0.846153846
2/3/2009,4,BB,251,0.769230769
2/3/2009,5,AJ,-27,0.692307692
2/3/2009,6,TU,-123,0.615384615
2/3/2009,7,PG,-171,0.538461538
2/3/2009,8,YB,-321,0.461538462
2/3/2009,9,ST,-332,0.384615385
2/3/2009,10,ES,-644,0.307692308
2/3/2009,11,PB,-866,0.230769231
2/3/2009,12,TJ,-949,0.153846154
2/3/2009,13,AT,-967,0.076923077
2/3/2009,14,MX,-985,0
2/4/2009,1,KK,552,1
2/4/2009,2,MS,330,0.923076923
2/4/2009,3,LK,268,0.846153846
2/4/2009,4,BB,251,0.769230769
2/4/2009,5,AJ,-27,0.692307692
2/4/2009,6,TU,-123,0.615384615
2/4/2009,7,PG,-171,0.538461538
2/4/2009,8,YB,-321,0.461538462
2/4/2009,9,ST,-332,0.384615385
2/4/2009,10,ES,-644,0.307692308
2/4/2009,11,PB,-866,0.230769231
2/4/2009,12,TJ,-949,0.153846154
2/4/2009,13,AT,-967,0.076923077
2/4/2009,14,MX,-985,0
2/5/2009,1,KK,552,1
2/5/2009,2,MS,330,0.923076923
2/5/2009,3,LK,268,0.846153846
2/5/2009,4,BB,251,0.769230769
2/5/2009,5,AJ,-27,0.692307692
2/5/2009,6,TU,-123,0.615384615
2/5/2009,7,PG,-171,0.538461538
2/5/2009,8,YB,-321,0.461538462
2/5/2009,9,ST,-332,0.384615385
2/5/2009,10,ES,-644,0.307692308
2/5/2009,11,PB,-866,0.230769231
2/5/2009,12,TJ,-949,0.153846154
2/5/2009,13,AT,-967,0.076923077
2/5/2009,14,MX,-985,0
2/6/2009,1,KK,552,1
2/6/2009,2,MS,330,0.923076923
2/6/2009,3,LK,268,0.846153846
2/6/2009,4,BB,251,0.769230769
2/6/2009,5,AJ,-27,0.692307692
2/6/2009,6,TU,-123,0.615384615
2/6/2009,7,PG,-171,0.538461538
2/6/2009,8,YB,-321,0.461538462
2/6/2009,9,ST,-332,0.384615385
2/6/2009,10,ES,-644,0.307692308
2/6/2009,11,PB,-866,0.230769231
2/6/2009,12,TJ,-949,0.153846154
2/6/2009,13,AT,-967,0.076923077
2/6/2009,14,MX,-985,0
2/7/2009,1,KK,552,1
2/7/2009,2,MS,330,0.923076923
2/7/2009,3,LK,268,0.846153846
2/7/2009,4,BB,251,0.769230769
2/7/2009,5,AJ,-27,0.692307692
2/7/2009,6,TU,-123,0.615384615
2/7/2009,7,PG,-171,0.538461538
2/7/2009,8,YB,-321,0.461538462
2/7/2009,9,ST,-332,0.384615385
2/7/2009,10,ES,-644,0.307692308
2/7/2009,11,PB,-866,0.230769231
2/7/2009,12,TJ,-949,0.153846154
2/7/2009,13,AT,-967,0.076923077
2/7/2009,14,MX,-985,0
2/8/2009,1,KK,552,1
2/8/2009,2,MS,330,0.923076923
2/8/2009,3,LK,268,0.846153846
2/8/2009,4,BB,251,0.769230769
2/8/2009,5,AJ,-27,0.692307692
2/8/2009,6,TU,-123,0.615384615
2/8/2009,7,PG,-171,0.538461538
2/8/2009,8,YB,-321,0.461538462
2/8/2009,9,ST,-332,0.384615385
2/8/2009,10,ES,-644,0.307692308
2/8/2009,11,PB,-866,0.230769231
2/8/2009,12,TJ,-949,0.153846154
2/8/2009,13,AT,-967,0.076923077
2/8/2009,14,MX,-985,0
2/9/2009,1,KK,552,1
2/9/2009,2,MS,330,0.923076923
2/9/2009,3,LK,268,0.846153846
2/9/2009,4,BB,251,0.769230769
2/9/2009,5,AJ,-27,0.692307692
2/9/2009,6,TU,-123,0.615384615
2/9/2009,7,PG,-171,0.538461538
2/9/2009,8,YB,-321,0.461538462
2/9/2009,9,ST,-332,0.384615385
2/9/2009,10,ES,-644,0.307692308
2/9/2009,11,PB,-866,0.230769231
2/9/2009,12,TJ,-949,0.153846154
2/9/2009,13,AT,-967,0.076923077
2/9/2009,14,MX,-985,0
2/10/2009,1,KK,552,1
2/10/2009,2,MS,330,0.923076923
2/10/2009,3,LK,268,0.846153846
2/10/2009,4,BB,251,0.769230769
2/10/2009,5,AJ,-27,0.692307692
2/10/2009,6,TU,-123,0.615384615
2/10/2009,7,PG,-171,0.538461538
2/10/2009,8,YB,-321,0.461538462
2/10/2009,9,ST,-332,0.384615385
2/10/2009,10,ES,-644,0.307692308
2/10/2009,11,PB,-866,0.230769231
2/10/2009,12,TJ,-949,0.153846154
2/10/2009,13,AT,-967,0.076923077
2/10/2009,14,MX,-985,0
2/11/2009,1,KK,552,1
2/11/2009,2,MS,330,0.923076923
2/11/2009,3,LK,268,0.846153846
2/11/2009,4,BB,251,0.769230769
2/11/2009,5,AJ,-27,0.692307692
2/11/2009,6,TU,-123,0.615384615
2/11/2009,7,PG,-171,0.538461538
2/11/2009,8,YB,-321,0.461538462
2/11/2009,9,ST,-332,0.384615385
2/11/2009,10,ES,-644,0.307692308
2/11/2009,11,PB,-866,0.230769231
2/11/2009,12,TJ,-949,0.153846154
2/11/2009,13,AT,-967,0.076923077
2/11/2009,14,MX,-985,0
2/12/2009,1,KK,552,1
2/12/2009,2,MS,311,0.923076923
2/12/2009,3,LK,268,0.846153846
2/12/2009,4,BB,251,0.769230769
2/12/2009,5,AJ,-27,0.692307692
2/12/2009,6,TU,-123,0.615384615
2/12/2009,7,PG,-152,0.538461538
2/12/2009,8,YB,-321,0.461538462
2/12/2009,9,ST,-332,0.384615385
2/12/2009,10,ES,-644,0.307692308
2/12/2009,11,PB,-866,0.230769231
2/12/2009,12,TJ,-949,0.153846154
2/12/2009,13,AT,-967,0.076923077
2/12/2009,14,MX,-985,0
2/13/2009,1,KK,552,1
2/13/2009,2,MS,311,0.923076923
2/13/2009,3,LK,268,0.846153846
2/13/2009,4,BB,251,0.769230769
2/13/2009,5,AJ,-27,0.692307692
2/13/2009,6,TU,-123,0.615384615
2/13/2009,7,PG,-152,0.538461538
2/13/2009,8,YB,-321,0.461538462
2/13/2009,9,ST,-332,0.384615385
2/13/2009,10,ES,-644,0.307692308
2/13/2009,11,PB,-866,0.230769231
2/13/2009,12,TJ,-949,0.153846154
2/13/2009,13,AT,-967,0.076923077
2/13/2009,14,MX,-985,0
2/14/2009,1,KK,552,1
2/14/2009,2,MS,311,0.923076923
2/14/2009,3,LK,268,0.846153846
2/14/2009,4,BB,251,0.769230769
2/14/2009,5,AJ,-27,0.692307692
2/14/2009,6,TU,-123,0.615384615
2/14/2009,7,PG,-152,0.538461538
2/14/2009,8,YB,-321,0.461538462
2/14/2009,9,ST,-332,0.384615385
2/14/2009,10,ES,-644,0.307692308
2/14/2009,11,PB,-866,0.230769231
2/14/2009,12,TJ,-949,0.153846154
2/14/2009,13,AT,-967,0.076923077
2/14/2009,14,MX,-985,0
2/15/2009,1,KK,552,1
2/15/2009,2,MS,311,0.923076923
2/15/2009,3,LK,268,0.846153846
2/15/2009,4,BB,251,0.769230769
2/15/2009,5,AJ,-27,0.692307692
2/15/2009,6,TU,-123,0.615384615
2/15/2009,7,PG,-151,0.538461538
2/15/2009,8,YB,-321,0.461538462
2/15/2009,9,ST,-332,0.384615385
2/15/2009,10,ES,-645,0.307692308
2/15/2009,11,PB,-859,0.230769231
2/15/2009,12,TJ,-949,0.153846154
2/15/2009,13,AT,-974,0.076923077
2/15/2009,14,MX,-985,0
2/16/2009,1,KK,552,1
2/16/2009,2,MS,311,0.923076923
2/16/2009,3,LK,268,0.846153846
2/16/2009,4,BB,251,0.769230769
2/16/2009,5,AJ,-27,0.692307692
2/16/2009,6,TU,-123,0.615384615
2/16/2009,7,PG,-151,0.538461538
2/16/2009,8,YB,-321,0.461538462
2/16/2009,9,ST,-332,0.384615385
2/16/2009,10,ES,-645,0.307692308
2/16/2009,11,PB,-859,0.230769231
2/16/2009,12,TJ,-949,0.153846154
2/16/2009,13,AT,-974,0.076923077
2/16/2009,14,MX,-985,0
2/17/2009,1,KK,552,1
2/17/2009,2,MS,311,0.923076923
2/17/2009,3,LK,268,0.846153846
2/17/2009,4,BB,251,0.769230769
2/17/2009,5,AJ,-27,0.692307692
2/17/2009,6,TU,-123,0.615384615
2/17/2009,7,PG,-151,0.538461538
2/17/2009,8,YB,-321,0.461538462
2/17/2009,9,ST,-332,0.384615385
2/17/2009,10,ES,-645,0.307692308
2/17/2009,11,PB,-859,0.230769231
2/17/2009,12,TJ,-949,0.153846154
2/17/2009,13,AT,-974,0.076923077
2/17/2009,14,MX,-985,0
2/18/2009,1,KK,552,1
2/18/2009,2,MS,311,0.923076923
2/18/2009,3,LK,268,0.846153846
2/18/2009,4,BB,251,0.769230769
2/18/2009,5,AJ,-27,0.692307692
2/18/2009,6,TU,-123,0.615384615
2/18/2009,7,PG,-151,0.538461538
2/18/2009,8,YB,-321,0.461538462
2/18/2009,9,ST,-332,0.384615385
2/18/2009,10,ES,-645,0.307692308
2/18/2009,11,PB,-859,0.230769231
2/18/2009,12,TJ,-949,0.153846154
2/18/2009,13,AT,-974,0.076923077
2/18/2009,14,MX,-985,0
2/19/2009,1,KK,552,1
2/19/2009,2,MS,311,0.923076923
